"HolderAddress","Balance","PendingBalanceUpdate"
"0x007e1b3811d5090f1eb746bd3ccc3d865552521e","200.600584220383","No"
"0x014e3dee6fdeab91f864d5bbd584d96b2ff4839e","28459.9777174034","No"
"0x0216b04c8e10a76785c7a6551a608bb97191debc","53.2605114437212","No"
"0x03123e010c17f1ec1167a0ffc0b7e0ea4dd20e8b","28680.8656538161","No"
"0x03614d9cb82a9d02f8d5d9c13e02380ac0cfb2d3","1507.57476738949","No"
"0x0370e947ba3f6923f9688e9dc4d1d7de166e83fd","31","No"
"0x0383d46c72d0571e0169769fbe4f63b3d40a5fee","302.638118403063","No"
"0x03b01db5e497708682f5a9db523ae450536f51b4","1.02434E-13","No"
"0x03b0e4a19f357a112be59d658ec4e2834d510f39","10569.3528271473","No"
"0x04e1511ca4aad557315b295435ca5790bfd4bbdd","0.528042069218249","No"
"0x04fe941719e27dd6cc0f58e6e780a23879118201","468.07705862168","No"
"0x055338b86eb9e5fbe99219251bfadd529eb95fb0","472.280611170806","No"
"0x05abc2efb0e8b540e68957ddb2f1aa674db2bcc7","1122.86405715336","No"
"0x05e851b796378cd18ff1f5f27f270bdff309e250","341.614227283848","No"
"0x063ade6239e167209c393de5a2eaaed413dff38b","5541.61428726083","No"
"0x06570ac7e7622e27fd256ccf36d79ccab06656de","1100","No"
"0x069c1da6a7a620c3d6a32483adcad5e6f6be4049","476.358622205929","No"
"0x06acd26eb5a1f0027c96195a8ddf5f40ec189df8","1299.6838099365","No"
"0x06d23a3b0609dfadb02a7662763783bf43650d21","741999","No"
"0x08130f5ab5da1214f3ddcc85199720f872d12839","17.61839","No"
"0x08a530c9f80424113f9aeb058fb52b2e43185e1e","788.750544481639","No"
"0x091f360e0cd720ab8b95cfd1837bcdad8f2d324b","602.714863602613","No"
"0x09f31de22f1c5aa7b62b732d92d942b595d35e2d","2.31862253610214","No"
"0x0a0e14e9c8166d4a6da219edc9a745d4451d8057","228.693931974611","No"
"0x0b0503872bbdc1c1eeb730fe23327171e497d187","16757.2838144612","No"
"0x0dcfd73e2e4400815ad6e0e12568139892c60466","919.646897887043","No"
"0x0de5b8714001106815017add4e4936572bc8456f","17602.7915272062","No"
"0x0df840f484dcbe1ace5e50026c373a8607037af7","3.7397748133782E-05","No"
"0x107e991119ea8a80e9b5e5c69828c36cbb58fc3c","964.199316417085","No"
"0x10d916887d8e07c8b69f236231c10746f859bcb4","321.37963219438","No"
"0x10dbf82a8bb191bd1c082de5ef915e998aa5ccd7","1679.34454127796","No"
"0x1111111254eeb25477b68fb85ed929f73a960582","1E-18","No"
"0x128fb74c84336e8b0ac3c106cfba06ed460f5f71","199.236284431612","No"
"0x13f1c6aa9480f5950f5037d56c5582b6e8395624","4060.77592067555","No"
"0x15f386a69eb29c2d284a655957e3b96a62fb76d9","14837.9066290822","No"
"0x1607c5462b29e94db59e544ef35705faba6e7ef3","1139.87762587582","No"
"0x1657c513c2cc90e4c4e49c7c60122bcbe146d727","0.0498493353016944","No"
"0x16ba7f8cf33fa8049c37a3a46ed39fc4b452f841","1078.2858279889","No"
"0x1733a52e5b33f85e2cc5ff81f6983e785d8cce3d","127646.212343755","No"
"0x1739f7db011557f508a51788f9ac6fa780518091","1745.87759843266","No"
"0x17654b970dfd10bcd0c7b789d93576a40e06f4c1","1500","No"
"0x18277669c9843156c3910549672000a5102dfebd","871.978335195723","No"
"0x18615f5506ed5b4dd378c4162d09943df687127f","710.482857861111","No"
"0x19bb8dc361c33de97faea342300d43c337f201b9","916.68769975412","No"
"0x1a36b4de48f9ce9cfb82e09e32666b4596f84660","3.56103E-13","No"
"0x1b59237d0cff7b879f3a7c5045d30ba3e9518d3f","780.910532539238","No"
"0x1d0bc01616984b9bd331c107c1d3cdce415b998c","0.388776053912643","No"
"0x1e06b394e073dfd285d071184d410cd391b42045","112.902985222367","No"
"0x1ebb73f5f47bcc3d7dc1dabf7284875e3ae40e07","3814.59672337917","No"
"0x20df7f9eb2c0c6de39c29ce139c318fe6daff802","17.9974325566213","No"
"0x215f0c5661fdcf121f29bad47ea56326d3e6f7bf","957.79601492724","No"
"0x21f8dde1e270850dba37d489c97717fc0da7bb78","4231.64111331641","No"
"0x22bfe95efb8e593327d5761747f896a0eb9a89da","199.745317138037","No"
"0x232c7ed6d64decd26d28f0e8e13be2d5376c4521","0.908524186741507","No"
"0x232fff8b4304609269530a8144f95971fc1e229a","33424","No"
"0x25bbd63073331bb39c4418dc5b3ae27b733637a1","0.902844109322335","No"
"0x25ce95cd52cef950e9b5b2dc0a62f94ded4ba1d9","0.986626740655549","No"
"0x27119bfdc8ee975c33a3ef758ef922b9ceabdb78","4.193E-15","No"
"0x27bee259a64b19dfb7633d7a1da41e9c7f24eabe","4216.86874946362","No"
"0x2898e97825109a858f9005ce4809400cf7b1a907","181.538192233741","No"
"0x29ae92b2be13e902ab4434c790bab1f59be1bbb9","377.236251047382","No"
"0x2ac678296a9ce6c26c8a573fdbdf4ec12579ef0e","429.764503734392","No"
"0x2b59fdffe8ae11e72e417f924573f540847bf131","600","No"
"0x2c32341c24492e5e97a6a346d03f1cb5d1ac100d","4875.24761131683","No"
"0x2c749982e9158d7586c0ba858f1f321a3dc0236b","216.841644133227","No"
"0x2d41e5b5f65d1f369c5a6718a4d919e97459a59d","2293.30651568252","No"
"0x2d7fe42140d3756db4cfc9441ff7381443f1ebb8","320.042645568831","No"
"0x2e6d89db2e8349ddb200f1c13fb0d3cedb8df08f","1582.43632784832","No"
"0x2f5bf48294a40657c3e0b61527141ccbb0db5f98","459.439244076682","No"
"0x2f63bf2077dd8fa048780f9c74b49d5703b493b9","502.731543858541","No"
"0x2f7c8513b5a94a630fcd9bf5effe62a189e66a61","897.443641758369","No"
"0x2fea269539347870853724b1ce64781df3bbe892","1E-18","No"
"0x3058a0d5e8e1a7b15dbf13eb3d411ee3efea70d9","15927.5750273364","No"
"0x3096b9129e7b865f15b3ea8cd2b39d2ac032bfd2","190.429186388073","No"
"0x3112ee6f274fa62d27aaa5cccc9ca260c7da3dc1","9295.7740921509","No"
"0x31658df07a63634fd15ea2ab8ca6a739cecc0a55","1600","No"
"0x3169102f672736a0a30ddeabfb8f4ea9a368ed1b","1275.42152931876","No"
"0x316b4e1f6150f7fc8f665c03f3b09818d15cf027","352.284178830669","No"
"0x31d1c2462b080dc5407a67535f0f51c080210e35","541.567349734165","No"
"0x3213886983eec823a78fb194dbd4fac92b4e5741","4129.47562492969","No"
"0x32cd81a32f13ca5a416a87daa09d2ce7a09c9e19","600.423735020349","No"
"0x333f3598180924e2eb9b841021a9fda65caf82f5","69.7308488748555","No"
"0x33dd9aa9a416081d6bfbee4df8dd8a1e65d4a1f2","259","No"
"0x3518c9dde00f0e9b560480a300a48e97e4d72d1d","2555.1403856409","No"
"0x352efd95031872b60409e71e29294a6f58872893","19587.3693221892","No"
"0x3588ab6c2d1a8a87287bf03af7942da15a0c0a4a","3000","No"
"0x365b1c28e2f6c48acb0cfa10bca5b3a2706412ed","13286.267799692","No"
"0x3826d014598dbc0d27d608f92648ba203dc87150","0.488541681869527","No"
"0x38805751b453fb6519635aff9b3870447475bcb5","536.762359177025","No"
"0x3882887040468381edb1d356f93e1db0ab13f720","1852.12916537073","No"
"0x39ea2bdb4435199cee75d0a111472d9cdce92e38","963.442699946183","No"
"0x3a07773a0cf4a5a315c24b4eb61d0d3e8a3197e6","4100.32436719983","No"
"0x3ac0109ac8cdf619b7718c8d530d5b622cf72d78","3000","No"
"0x3af8cd707e7fe2c38d112f83438c205da33e81f2","215.647015687634","No"
"0x3c19553ed52438376a1fe89b87d1a621477f0bf9","17985.2011024472","No"
"0x3ca9f6dd0ce635b91d027b229cf660c788bd0912","151.015074","No"
"0x3cd63144b15845eb08764939a9a707642d4d2ab0","110.887310697034","No"
"0x3d69a4ec30f3430c25c80630c3656b0c7d4447fc","3575.83425835939","No"
"0x3d6a2b623f2bd70d715224156a65453464ea3527","1000","No"
"0x3db7a965973d327d1a7a3e4abe942a5708fd609d","748.553554290961","No"
"0x3f4ce394d68c64d17c2a0aac560b274a775d8a1d","174.54496882804","No"
"0x3fa6ca0af83d9c4d06d89888de6377f6b40d51cc","0.83320012557338","No"
"0x4098fa01aa5bb6463e023eb5e96c42d57e844072","174.066597148803","No"
"0x41b8708151d6e936122e55f6325740e6a8f9a391","0.806613860887245","No"
"0x431e8ca88b2dc364614dfabe1eca999548a6a52f","369.05794784487","No"
"0x4323e434337419944f15788baa5078adb7ec5daf","3555.62491082262","No"
"0x4327d50d4e04644b2c7c76fb50a92aeca9bd5874","491.532744564931","No"
"0x43a0217cc5cfd938525d0b56ee6ccb1bf714f526","1000","No"
"0x44861be88b31f08ad0f5734d4890ea010113cc61","1.1477E-14","No"
"0x4498aa1a1caf7af5b93452af8acb813593553f08","1970.8512428144","No"
"0x449e1f27af28b603bdcf3d13d46d68090723536b","124.317764196198","No"
"0x44c25b6a0a69829e2d26314c064754eba6c13f65","30.0576694308918","No"
"0x451c1544f3c7cedcae95d82947548a338b7974a5","56.1676047689406","No"
"0x4573c708724ff7c1e21577f022ad1ab23acfc31a","504.826016718461","No"
"0x45dcb8346be275f0c28193a47c545b35d68c67da","0.323898532736888","No"
"0x4755655da2207dc37781ec61a34fb771750c7511","2340.31358759205","No"
"0x48585a9ad639ea9b92ecc3a9d2f07d4518c323b7","488.871430724765","No"
"0x49074bafcb5036fd9904d0acfdd54885caffe699","3288.17486321859","No"
"0x4917b5bf3130401a4f92992f6aaedb750768cba1","440.671814721716","No"
"0x49e45ea40995363fed3d6cbb69fb5b94e4f7bab1","171.462720092944","No"
"0x4afe52b06be1f7bf3a1e0430d56c3a845b9d2001","1471844.8527562","No"
"0x4b0ccb6e8c765c3ac779e298a15b40e3bd6a35d4","83.0879135721925","No"
"0x4bf419634bbcfbba096f780cff10858ac2cb6dda","175959.357654624","No"
"0x4cc1aee2578e155dcc30961f4a3e626ce2514366","1079.7738832407","No"
"0x4e2cc19317d23680aafe52189491d12f890c3c02","1207.90491209634","No"
"0x4e2d5295873605a82de11853024cc1655030afd3","1753.66032397288","No"
"0x4eebde0c033468c00ece5ede6fb2a2e2d65ba2f8","18567.2670588229","No"
"0x4f2e69787ca690ca912656782203662c637e3b43","30000","No"
"0x517fa5a06ac1588be7bfb305a2847dd5bdee8f69","0.307052498477316","No"
"0x53b66c4c61a1a2c6d0d15a287c27c03745208ebc","0.00302738043922313","No"
"0x5475c09f1c46ff053687752d30734463a228a966","7937.67125959933","No"
"0x5588fe9e61e72d4d55f7531d1c2ef7dc9cc0ea59","1.17341198400925","No"
"0x57f1e0a0e447dd9a915ecddeb341a882ebd2d85b","1286.2631979036","No"
"0x58178db85ecaf73201c320134d4bc73ed52aa6d9","1995.69710607007","No"
"0x585ff2a99a6c459d7209c065e4906b5d525bcee0","225.485993733733","No"
"0x591901031198e8574fde7a42bb0a909a7a3c09fa","3093.53676168454","No"
"0x5943278f98d387757dd58793d46eb7948d746ef0","272.79597932762","No"
"0x59acebe60be440bcd22509021c64f59ac785baf9","424.072391987461","No"
"0x59d2e0a2be0db463c36038a5fd2535f58ab3b38f","6733.1300147085","No"
"0x59e1467462b2aa82d6bf398c2e84e25eb66452a5","295.694096263498","No"
"0x5ac14cb24dce00a816579d2e313e83edf8a458ca","738.965544980654","No"
"0x5c44798e7cef28273633e6fe9777fbca71f5eacd","3184.45068273026","No"
"0x5d4a629bcc6c6b936c25f9b8d05e1b1efae8a32b","142.597679323324","No"
"0x5d6a1d5946595f6f0dca5f77721c78604302a301","1055.48102776383","No"
"0x5da073fcf0b04b624533f32f62eefd953d536ae2","46.3944112769346","No"
"0x5e28d4b1497b44a41520a9651f62727a2e0788bc","11000","No"
"0x5f1e726e18e7f643be5f88ac085c5baae7593fed","146.990736246314","No"
"0x613604ae151ebb91830470302f74803c0f227325","2612.9973714764","No"
"0x621f2a5ef987e064e76da1eb378e7193cefc0baa","142016.942450378","No"
"0x637846eb89fd6f8398c2aa5cba0bbedff76f60af","8021.06192059793","No"
"0x64e8a6352ea68f13fdefd81ab910a3cfadd063af","46.6162737355084","No"
"0x65d6a091dc33a66eefde54a6d86cf5e4b5832935","158.941277360647","No"
"0x66353a7d9afcd36175953e6eca32b54475d981f7","1425.61108151238","No"
"0x6635624fc4443137f76dc7c7892931aa260973ac","397.937731205634","No"
"0x66e575099e4f774da2d3d03152f604a9622f2026","191.17010188021","No"
"0x67124d64de8f0d4d209d66ce33776f4f806f6266","4368.8","No"
"0x6747246c6ec17cbf04d39fc5aa9194bae73e753c","9598.1316430536","No"
"0x679f4a92100b65a97ee5f3cae7dbba42dbacb7d5","12.6509053158656","No"
"0x67c925212611e823a7752c388b9fb7c9e15f76b3","127.1","No"
"0x6802cd80433b9f34d6e836de292c682f6bf08514","308.824","No"
"0x6925fd3479bd83e62f025176a626a72ba2839edb","879.526427613762","No"
"0x69d142a05c0d5e961db27fe0f9665b4e5081d7fd","189.160624173626","No"
"0x69d58190e563aade01bc8e1b19dfeaafa878687b","189.971642441489","No"
"0x69e5d71a4a1292984ddb5ad7206523ef521e0f19","147.691512288538","No"
"0x6c552b47afb47f7d0c6af1dac9a479046102ed11","3282.99121599327","No"
"0x6cf51fdef74d02296017a1129086ee9c3477dc01","61025.3562867118","No"
"0x6da812a8004f7ad29ca1890c80e738e8ef69229c","25.2218587453619","No"
"0x6df32e84c09331a6704cb536e0df35a2294aecb8","1080.71834971845","No"
"0x6ecba7527448bb56caba8ca7768d271deaea72a9","14578.1010345793","No"
"0x6f484e203f4e5c4849b7561c07a045c6b37c0d05","907.503294693556","No"
"0x6f72a0e6c372fd5d7351bbc90be995f644733fab","35000","No"
"0x6f8e12c9e0743af557f7b740c4df6e95af455522","1535.37151324252","No"
"0x722e895a12d2a11be99ed69dbc1fedbb9f3cd8fe","41755.72002159","No"
"0x724008bd0c49f7ffe5edfbe2b1c3b35a8ee1d4be","167.466846689873","No"
"0x724fe917298ee1689ccb1738478ded5d64829f27","3001.63072265346","No"
"0x7284ee58ebae4680dbaf47bb5ebd43f3d810026d","1258.23592698998","No"
"0x729237adc797c951a2859c92423c7740d685502a","296.875308456604","No"
"0x72b3f143a7cb65c6c94c280fe08f062a40dc8248","234.497659093035","No"
"0x72bba6cf7fbe2a0ac346a6c79bc8b5486bdb7252","266.241069438269","No"
"0x72d5b30772fc08c0c8404c42b8d6742ca04417c7","1167","No"
"0x742c9151d708a48660effd6b5560ca7df0f1affc","218.794358522035","No"
"0x74b390e39e355c525542c8c020461eff5599f042","137.711122158297","No"
"0x74e544e0017eb3fcdacd81257cb609761833a0ca","0.125621570595199","No"
"0x74f15271c96871e3b26f02ab60c164a26567cab1","999.067665778705","No"
"0x751549915bfa29ebd5b1e0490f0bc7a7e6bcb7ea","2498.16943101","No"
"0x755a7ca547f8145cea91b332c5264a0128493959","170.445097094167","No"
"0x7771bf25d7b91f5dc048096f7a583c09eed51fd7","590.733600771916","No"
"0x777336ae2cef9ddc261a61a97cbfb4e0aa7d1329","17.5669818039503","No"
"0x784fb26eee4c5d4e5738e773d02c90c32f071c25","73","No"
"0x7911670881a81f8410d06053d7b3c237ce77b9b4","25215.5412443575","No"
"0x798496d1d09174579872f60d366eb498f467a7f3","2830.59552806865","No"
"0x7d4e2d1cebc4534d81f6f7c20920c8db729848ca","3568.65396004311","No"
"0x7e51a94d999666b94c457dd1e79632d5887c653e","7853.26873104795","No"
